mon1,mon2,polym,polymer_class,chi_mean,chi_std,Tg_mean,Tg_std,LogP,SA_Score
CC(C)(COCC1CO1)COCC1CO1,CC(/C=C/N=C=O)N=C=O,*C=CC(C)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,1.797,0.208,43.62,11.052,1.603,5.214636053780689
CC(C)(COCC1CO1)COCC1CO1,O=C=NC/C=C/CN=C=O,*C/C=C/CN1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.501,0.148,-6.864,15.851,1.676,4.9692249299114
CC(C)(COCC1CO1)COCC1CO1,CCCC(N=C=O)N=C=O,*C(CCC)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,2.415,0.26,31.836,13.38,1.827,5.023035222179857
CC(C)(COCC1CO1)COCC1CO1,CCC(=CN=C=O)N=C=O,*C(=CN1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O)CC,polyoxazolidone,1.254,0.253,50.198,11.625,1.952,5.075157262551733
CC(C)(COCC1CO1)COCC1CO1,CCC(=CN=C=O)N=C=O,*C=C(CC)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,1.597,0.185,41.995,13.815,1.952,5.005047075441545
CC(C)(COCC1CO1)COCC1CO1,O=C=NC=CCCN=C=O,*CCC=CN1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.589,0.245,1.653,13.463,2.023,5.12771169914217
CC(C)(COCC1CO1)COCC1CO1,O=C=NC(F)N=C=O,*C(F)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,1.284,0.352,43.867,14.859,0.954,5.069803984350202
CC(C)(COCC1CO1)COCC1CO1,O=C=NC=CC=CN=C=O,*C=CC=CN1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,1.735,0.286,60.56,9.464,1.728,5.177214468372938
CC(C)(COCC1CO1)COCC1CO1,O=C=NCC=CCN=C=O,*CC=CCN1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.501,0.148,-6.864,15.851,1.676,4.9692249299114
CC(C)(COCC1CO1)COCC1CO1,CC(N=C=S)N=C=S,*C(C)N1CC(COCC(C)(C)COCC2CN(*)C(=S)O2)OC1=S,polyoxazolidone,2.747,0.265,37.834,8.951,1.377,5.360951948151106
CC(C)(COCC1CO1)COCC1CO1,CC(C=CN=C=O)N=C=O,*C(C)C=CN1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,1.559,0.24,29.956,11.893,2.023,5.248248527793162
CC(C)(COCC1CO1)COCC1CO1,CC(CN=C=O)CN=C=O,*CC(C)CN1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.608,0.337,38.1,17.231,1.755,5.066777841722478
CC(C)(COCC1CO1)COCC1CO1,O=C=NC(O)N=C=O,*C(O)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.825,0.297,69.032,12.663,-0.023,5.055615749056084
CC(C)(COCC1CO1)COCC1CO1,CC(N=C=O)=C(C)N=C=O,*C(C)=C(C)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.683,0.2,124.015,14.589,1.952,4.927910080596331
CC(C)(COCC1CO1)COCC1CO1,O=C=NC=CCN=C=O,*CC=CN1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.897,0.292,38.421,8.501,1.633,5.115968534460116
CC(C)(COCC1CO1)COCC1CO1,O=C=NC=CCN=C=O,*C=CCN1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.268,0.198,-27.314,6.779,1.215,4.967422380613963
CC(C)(COCC1CO1)COCC1CO1,C=C(CN=C=O)N=C=O,*C(=C)CN1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.577,0.262,62.314,16.021,1.215,4.887859569129672
CC(C)(COCC1CO1)COCC1CO1,C=C(CN=C=O)N=C=O,*CC(=C)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.114,0.207,78.633,14.014,1.633,5.005850251686552
CC(C)(COCC1CO1)COCC1CO1,CC(=CN=C=O)N=C=O,*C(C)=CN1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.864,0.345,65.021,13.504,1.562,5.033374845402696
CC(C)(COCC1CO1)COCC1CO1,CC(=CN=C=O)N=C=O,*C=C(C)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.525,0.294,67.248,13.533,1.562,4.968769861654048
CC(C)(COCC1CO1)COCC1CO1,C=C(N=C=O)C(C)N=C=O,*C(C)C(=C)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.928,0.342,52.397,15.401,2.023,5.142854126859035
CC(C)(COCC1CO1)COCC1CO1,C=C(N=C=O)C(C)N=C=O,*C(=C)C(C)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,1.261,0.271,38.194,11.559,1.603,5.088518405046602
CC(C)(COCC1CO1)COCC1CO1,CC=C(CN=C=O)N=C=O,*C(=CC)CN1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,1.219,0.276,48.663,15.805,1.605,4.957994476688946
CC(C)(COCC1CO1)COCC1CO1,CC=C(CN=C=O)N=C=O,*CC(=CC)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.581,0.303,26.51,18.478,2.023,5.063786576481046
CC(C)(COCC1CO1)COCC1CO1,C=C=C(CN=C=O)N=C=O,*C(=C=C)CN1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.506,0.154,71.193,12.152,1.37,5.039465994360465
CC(C)(COCC1CO1)COCC1CO1,C=C=C(CN=C=O)N=C=O,*CC(=C=C)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.226,0.233,80.738,10.86,1.788,5.162156015150485
CC(C)(COCC1CO1)COCC1CO1,CC(=CCN=C=O)N=C=O,*C(C)=CCN1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.341,0.199,66.537,15.722,1.605,4.929737096231566
CC(C)(COCC1CO1)COCC1CO1,CC(=CCN=C=O)N=C=O,*CC=C(C)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.238,0.149,54.348,12.867,2.023,5.029698842593312
CC(C)(COCC1CO1)COCC1CO1,O=C=N/C=C/CN=C=O,*C/C=C/N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.897,0.292,38.421,8.501,1.633,5.115968534460116
CC(C)(COCC1CO1)COCC1CO1,O=C=NCC#CCN=C=O,*CC#CCN1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,-0.012,0.126,50.251,12.995,1.123,5.011686468372938
CC(C)(COCC1CO1)COCC1CO1,S=C=NC=CCN=C=S,*CC=CN1CC(COCC(C)(C)COCC2CN(*)C(=S)O2)OC1=S,polyoxazolidone,1.729,0.315,34.813,10.073,1.963,5.426481995998578
CC(C)(COCC1CO1)COCC1CO1,S=C=NC=CC=CN=C=S,*C=CC=CN1CC(COCC(C)(C)COCC2CN(*)C(=S)O2)OC1=S,polyoxazolidone,2.676,0.143,62.969,10.852,2.058,5.475307391449862
CC(C)(COCC1CO1)COCC1CO1,C=CC(N=C=O)N=C=O,*C(C=C)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,1.753,0.309,45.131,13.071,1.213,5.169465967163701
CC(C)(COCC1CO1)COCC1CO1,CCC(N=C=O)N=C=S,*C(CC)N1CC(COCC(C)(C)COCC2CN(*)C(=S)O2)OC1=O,polyoxazolidone,2.033,0.37,49.843,9.681,1.602,5.223114937911263
CC(C)(COCC1CO1)COCC1CO1,CCC(N=C=O)N=C=S,*C(CC)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=S,polyoxazolidone,1.117,0.278,38.384,8.58,1.602,5.243423930327296
CC(C)(COCC1CO1)COCC1CO1,CCC=C(N=C=O)N=C=O,*C(=CCC)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,1.926,0.152,44.945,24.25,1.952,4.9363907344852045
CC(C)(COCC1CO1)COCC1CO1,CCC(N=C=S)N=C=S,*C(CC)N1CC(COCC(C)(C)COCC2CN(*)C(=S)O2)OC1=S,polyoxazolidone,2.79,0.335,27.578,12.089,1.767,5.392350040836506
CC(C)(COCC1CO1)COCC1CO1,C=C=C(N=C=O)N=C=O,*C(=C=C)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.368,0.253,69.061,14.898,1.327,5.055419482455783
CC(C)(COCC1CO1)COCC1CO1,C/C=C/C(N=C=O)N=C=O,*C(/C=C/C)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,1.93,0.247,74.268,11.713,1.603,5.162988028832665
CC(C)(COCC1CO1)COCC1CO1,CC=C(N=C=O)N=C=O,*C(=CC)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,1.86,0.348,70.943,19.181,1.562,4.970505506291103
CC(C)(COCC1CO1)COCC1CO1,O=C=NC(=S)N=C=O,*C(=S)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,1.26,0.33,83.384,13.602,0.986,4.892531797010202
CC(C)(COCC1CO1)COCC1CO1,O=C=NC=C=CN=C=O,*C=C=CN1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.6,0.24,50.131,10.923,1.327,5.22774545753704
CC(C)(COCC1CO1)COCC1CO1,O=C=N/C=C\CN=C=O,*C/C=C\N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.897,0.292,38.421,8.501,1.633,5.115968534460116
CC(C)(COCC1CO1)COCC1CO1,C=C(N=C=S)N=C=S,*C(=C)N1CC(COCC(C)(C)COCC2CN(*)C(=S)O2)OC1=S,polyoxazolidone,0.642,0.396,54.639,12.793,1.502,5.245364376195723
CC(C)(COCC1CO1)COCC1CO1,O=C=NC#CCN=C=O,*CC#CN1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.663,0.219,26.706,12.107,1.08,5.2318069959985785
CC(C)(COCC1CO1)COCC1CO1,O=C=NC#CCN=C=O,*C#CCN1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.667,0.235,56.594,9.502,0.662,5.007149303690886
CC(C)(COCC1CO1)COCC1CO1,CC#CC(N=C=O)N=C=O,*C(C#CC)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,1.023,0.342,91.528,12.648,1.05,5.22487659432123
CC(C)(COCC1CO1)COCC1CO1,NC(N=C=O)N=C=O,*C(N)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.712,0.263,23.266,15.469,-0.057,5.064391767155631
CC(C)(COCC1CO1)COCC1CO1,C=C(CCN=C=O)N=C=O,*C(=C)CCN1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.68,0.263,32.325,16.611,1.605,4.845408406002876
CC(C)(COCC1CO1)COCC1CO1,C=C(CCN=C=O)N=C=O,*CCC(=C)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,1.043,0.166,43.818,10.983,2.023,5.040792605587077
CC(C)(COCC1CO1)COCC1CO1,N=C(N=C=O)N=C=O,*C(=N)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.499,0.29,67.929,12.455,0.636,4.918098312847306
CC(C)(COCC1CO1)COCC1CO1,O=C=NC#CCCN=C=O,*CCC#CN1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.342,0.218,36.858,10.579,1.47,5.257727083757554
CC(C)(COCC1CO1)COCC1CO1,O=C=NC#CCCN=C=O,*C#CCCN1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.687,0.124,54.453,16.149,1.052,4.947938776065247
CC(C)(COCC1CO1)COCC1CO1,CC=CC(N=C=O)N=C=O,*C(C=CC)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,1.93,0.247,74.268,11.713,1.603,5.162988028832665
CC(C)(COCC1CO1)COCC1CO1,CC(CCN=C=O)N=C=S,*C(C)CCN1CC(COCC(C)(C)COCC2CN(*)C(=S)O2)OC1=O,polyoxazolidone,1.63,0.264,35.588,7.098,2.064,5.125685741930377
CC(C)(COCC1CO1)COCC1CO1,CC(CCN=C=O)N=C=S,*CCC(C)N1CC(COCC(C)(C)COCC2CN(*)C(=O)O2)OC1=S,polyoxazolidone,1.268,0.311,52.145,10.62,2.063,5.2298948895395245
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,Cc1c(N=C=O)cccc1N=C=O,*c1cccc(N2CC(COC(=O)C3CC=CCC3C(=O)OCC3CN(*)C(=O)O3)OC2=O)c1C,polyoxazolidone,0.396,0.193,167.442,15.032,1.449,4.891847883549718
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,Cc1cc(-c2ccc(N=C=O)c(C)c2)ccc1N=C=O,*c1ccc(-c2ccc(N3CC(COC(=O)C4CC=CCC4C(=O)OCC4CN(*)C(=O)O4)OC3=O)c(C)c2)cc1C,polyoxazolidone,0.184,0.11,200.246,13.34,3.424,4.834218308545079
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,*c1ccc(Cc2ccc(N3CC(COC(=O)C4CC=CCC4C(=O)OCC4CN(*)C(=O)O4)OC3=O)cc2)cc1,polyoxazolidone,0.211,0.192,128.089,8.983,2.731,4.738189092537654
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,Cc1ccc(N=C=O)cc1N=C=O,*c1cc(N2CC(COC(=O)C3CC=CCC3C(=O)OCC3CN(*)C(=O)O3)OC2=O)ccc1C,polyoxazolidone,0.214,0.104,135.331,13.096,1.449,4.852859657490063
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,Cc1ccc(N=C=O)cc1N=C=O,*c1ccc(C)c(N2CC(COC(=O)C3CC=CCC3C(=O)OCC3CN(*)C(=O)O3)OC2=O)c1,polyoxazolidone,0.053,0.15,142.364,15.23,1.449,4.908798119028525
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,O=C=NCCCCCCN=C=O,*CCCCCCN1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.368,0.255,55.813,13.749,2.289,4.910642925349812
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,CC(C)(N=C=O)c1cccc(C(C)(C)N=C=O)c1,*N1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(C(C)(C)c3cccc(C(*)(C)C)c3)C(=O)O2)OC1=O,polyoxazolidone,0.459,0.145,76.89,12.566,3.481,5.040371213413379
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,O=C=Nc1cccc2c(N=C=O)cccc12,*c1cccc2c(N3CC(COC(=O)C4CC=CCC4C(=O)OCC4CN(*)C(=O)O4)OC3=O)cccc12,polyoxazolidone,0.128,0.213,153.463,14.751,2.293,4.817826485711054
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,O=C=NCc1cccc(CN=C=O)c1,*Cc1cccc(CN2CC(COC(=O)C3CC=CCC3C(=O)OCC3CN(*)C(=O)O3)OC2=O)c1,polyoxazolidone,0.349,0.175,76.597,15.375,2.011,4.804735486507745
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,S=C=Nc1ccc(N=C=S)cc1,*c1ccc(N2CC(COC(=O)C3CC=CCC3C(=O)OCC3CN(*)C(=S)O3)OC2=S)cc1,polyoxazolidone,0.902,0.286,125.55,17.03,1.47,5.156579463811349
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,O=C=NC1CCC(CC2CCC(N=C=O)CC2)CC1,*C1CCC(CC2CCC(N3CC(COC(=O)C4CC=CCC4C(=O)OCC4CN(*)C(=O)O4)OC3=O)CC2)CC1,polyoxazolidone,0.639,0.166,60.548,10.321,4.238,5.044003293721088
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,O=C=Nc1cccc(N=C=O)c1,*c1cccc(N2CC(COC(=O)C3CC=CCC3C(=O)OCC3CN(*)C(=O)O3)OC2=O)c1,polyoxazolidone,0.338,0.196,129.602,14.93,1.14,4.852405425349813
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,O=C=NCC1CCCC(CN=C=O)C1,*CC1CCCC(CN2CC(COC(=O)C3CC=CCC3C(=O)OCC3CN(*)C(=O)O3)OC2=O)C1,polyoxazolidone,0.567,0.198,89.816,10.15,2.535,5.204620006496617
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,O=C=Nc1ccc(N=C=O)cc1,*c1ccc(N2CC(COC(=O)C3CC=CCC3C(=O)OCC3CN(*)C(=O)O3)OC2=O)cc1,polyoxazolidone,0.176,0.178,130.001,14.009,1.14,4.852245329195965
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,*CC1(C)CC(N2CC(COC(=O)C3CC=CCC3C(=O)OCC3CN(*)C(=O)O3)OC2=O)CC(C)(C)C1,polyoxazolidone,0.333,0.148,83.092,11.322,3.314,5.370792154159311
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,*C1CC(C)(C)CC(C)(CN2CC(COC(=O)C3CC=CCC3C(=O)OCC3CN(*)C(=O)O3)OC2=O)C1,polyoxazolidone,0.478,0.137,90.594,14.491,3.315,5.459569736576894
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,O=C=Nc1ccc(-c2ccc(N=C=O)c(Cl)c2)cc1Cl,*c1ccc(-c2ccc(N3CC(COC(=O)C4CC=CCC4C(=O)OCC4CN(*)C(=O)O4)OC3=O)c(Cl)c2)cc1Cl,polyoxazolidone,-0.088,0.162,183.404,11.715,4.114,4.856065896550293
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,O=C=Nc1ccc(C(c2ccc(N=C=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,*c1ccc(C(c2ccc(N3CC(COC(=O)C4CC=CCC4C(=O)OCC4CN(*)C(=O)O4)OC3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,polyoxazolidone,0.402,0.176,146.757,13.187,4.551,5.08566745636756
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,CC(CCCCN=C=O)C(C)(C)N=C=O,*N1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(CCCCC(C)C(*)(C)C)C(=O)O2)OC1=O,polyoxazolidone,0.294,0.233,64.808,11.34,3.315,5.092191888589809
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,CC(CCCCN=C=O)C(C)(C)N=C=O,*CCCCC(C)C(C)(C)N1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.111,0.235,86.723,10.878,3.314,5.340010893114696
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,S=C=NCCN=C=S,*CCN1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=S)O2)OC1=S,polyoxazolidone,0.134,0.197,76.332,12.751,1.058,5.308001731049601
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,O=C=NCN=C=O,*CN1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,-0.016,0.1,96.494,10.712,0.268,4.992816551456569
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,S=C=NCCCN=C=S,*CCCN1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=S)O2)OC1=S,polyoxazolidone,0.754,0.257,70.253,11.656,1.449,5.281160314380652
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,S=C=NCN=C=S,*CN1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=S)O2)OC1=S,polyoxazolidone,-0.134,0.123,89.077,12.814,0.598,5.282479799319816
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,O=C=NCCCCN=C=O,*CCCCN1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.46,0.256,69.608,11.466,1.509,4.965749440707348
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,C=C=C(CN=C=S)N=C=S,*C(=C=C)CN1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=S)O2)OC1=S,polyoxazolidone,0.22,0.167,93.501,9.762,1.309,5.468822370698705
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,C=C=C(CN=C=S)N=C=S,*CC(=C=C)N1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=S)O2)OC1=S,polyoxazolidone,-0.022,0.167,105.041,13.022,1.727,5.552243114000347
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,S=C=NCC#CCN=C=S,*CC#CCN1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=S)O2)OC1=S,polyoxazolidone,-0.222,0.125,82.964,14.341,1.062,5.42794790224581
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,O=C=NC(=O)N=C=O,*C(=O)N1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.652,0.169,98.169,11.129,0.43,4.978446587398073
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,O=C=NCCN=C=O,*CCN1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.501,0.251,70.545,11.962,0.729,5.005931401379272
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,CC(N=C=O)N=C=O,*C(C)N1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.767,0.242,74.433,9.572,0.656,5.110172612972819
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,O=C=NCCCN=C=O,*CCCN1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.419,0.231,64.899,11.878,1.119,4.989506202974815
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,CC(C)(N=C=S)N=C=S,*N1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(C(*)(C)C)C(=S)O2)OC1=S,polyoxazolidone,0.379,0.314,67.74,12.987,1.376,5.2904891394703695
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,S=C=N/C=C/N=C=S,*C=CN1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=S)O2)OC1=S,polyoxazolidone,2.327,0.191,84.011,10.944,1.111,5.463991840939711
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,S=C=NC(=S)N=C=S,*C(=S)N1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=S)O2)OC1=S,polyoxazolidone,0.572,0.229,112.793,13.005,0.925,5.313004696758592
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,O=C(N=C=S)N=C=S,*C(=O)N1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=S)O2)OC1=S,polyoxazolidone,0.827,0.216,99.406,13.725,0.76,5.260789682856831
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,O=C=NC(=O)N=C=S,*C(=O)N1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=S)O2)OC1=O,polyoxazolidone,0.504,0.207,95.364,12.075,0.595,5.105841212050528
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,O=C=NC(=O)N=C=S,*C(=O)N1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=O)O2)OC1=S,polyoxazolidone,1.039,0.164,82.968,13.547,0.595,5.133395058204373
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,S=C=N/C=C\CN=C=S,*C/C=C\N1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=S)O2)OC1=S,polyoxazolidone,0.416,0.184,73.434,8.165,1.572,5.493635115441659
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,S=C=N/C=C\CN=C=S,*C=CCN1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=S)O2)OC1=S,polyoxazolidone,-0.059,0.229,30.599,14.732,1.154,5.383410181754657
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,O=C=N/C=C/N=C=O,*C=CN1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,2.046,0.344,81.38,9.896,0.782,5.197837445335317
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,CC(CN=C=O)N=C=O,*C(C)CN1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.315,0.149,65.711,12.913,1.119,5.139467152255243
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,CC(CN=C=O)N=C=O,*CC(C)N1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.326,0.169,78.235,12.811,1.117,5.157207939375099
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,O=C=N/C=C/CCN=C=O,*CC/C=C/N1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.51,0.279,55.381,9.947,1.633,5.263938671476579
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,O=C=N/C=C/CCN=C=O,*C=CCCN1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.282,0.205,29.778,12.243,1.214,5.090544825322732
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,CC(CN=C=S)N=C=S,*C(C)CN1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=S)O2)OC1=S,polyoxazolidone,0.564,0.245,64.914,16.289,1.449,5.412289513614812
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,CC(CN=C=S)N=C=S,*CC(C)N1CC(COC(=O)C2CC=CCC2C(=O)OCC2CN(*)C(=S)O2)OC1=S,polyoxazolidone,0.065,0.188,68.025,10.842,1.447,5.42956983561839
